ペルソナ名,都道府県,市区町村,キー,人数,緯度,経度
20代層,千葉県,市原市,千葉県市原市,2,35.6074,140.1233
20代層,大阪府,和泉市,大阪府和泉市,5,34.6937,135.5023
20代層,東京都,北区,東京都北区,2,35.6895,139.6917
20代層,埼玉県,さいたま市大宮区,埼玉県さいたま市大宮区,2,35.8617,139.6455
20代層,東京都,足立区,東京都足立区,2,35.6895,139.6917
20代層,埼玉県,蕨市,埼玉県蕨市,2,35.8617,139.6455
20代層,福岡県,久留米市,福岡県久留米市,2,35.0,135.0
20代層,大阪府,岸和田市,大阪府岸和田市,4,34.6937,135.5023
20代層,埼玉県,朝霞市,埼玉県朝霞市,2,35.8617,139.6455
20代層,埼玉県,富士見市,埼玉県富士見市,2,35.8617,139.6455
20代層,千葉県,流山市,千葉県流山市,3,35.6074,140.1233
20代層,群馬県,高崎市,群馬県高崎市,2,36.3907,139.0604
20代層,東京都,国分寺市,東京都国分寺市,2,35.6895,139.6917
20代層,大阪府,大阪市城東区,大阪府大阪市城東区,9,34.6937,135.5023
20代層,埼玉県,さいたま市南区,埼玉県さいたま市南区,2,35.8617,139.6455
20代層,埼玉県,川口市,埼玉県川口市,6,35.8617,139.6455
20代層,東京都,文京区,東京都文京区,3,35.6895,139.6917
20代層,千葉県,松戸市,千葉県松戸市,2,35.6074,140.1233
20代層,東京都,小金井市,東京都小金井市,2,35.6895,139.6917
20代層,東京都,墨田区,東京都墨田区,3,35.6895,139.6917
20代層,兵庫県,三田市,兵庫県三田市,4,34.6913,135.183
20代層,東京都,立川市,東京都立川市,2,35.6895,139.6917
20代層,東京都,日野市,東京都日野市,3,35.6895,139.6917
20代層,神奈川県,川崎市川崎区,神奈川県川崎市川崎区,2,35.4478,139.6425
20代層,東京都,八王子市,東京都八王子市,4,35.6895,139.6917
20代層,兵庫県,神戸市中央区,兵庫県神戸市中央区,5,34.6913,135.183
20代層,千葉県,袖ケ浦市,千葉県袖ケ浦市,1,35.6074,140.1233
20代層,東京都,杉並区,東京都杉並区,5,35.6895,139.6917
20代層,神奈川県,横浜市西区,神奈川県横浜市西区,3,35.4478,139.6425
20代層,千葉県,千葉市美浜区,千葉県千葉市美浜区,2,35.6074,140.1233
20代層,大阪府,泉南郡岬町,大阪府泉南郡岬町,1,34.6937,135.5023
20代層,埼玉県,春日部市,埼玉県春日部市,3,35.8617,139.6455
20代層,埼玉県,所沢市,埼玉県所沢市,2,35.8617,139.6455
20代層,千葉県,千葉市緑区,千葉県千葉市緑区,2,35.6074,140.1233
20代層,千葉県,千葉市稲毛区,千葉県千葉市稲毛区,2,35.6074,140.1233
20代層,東京都,板橋区,東京都板橋区,4,35.6895,139.6917
20代層,熊本県,天草市,熊本県天草市,2,35.0,135.0
20代層,兵庫県,伊丹市,兵庫県伊丹市,7,34.6913,135.183
20代層,東京都,西多摩郡瑞穂町,東京都西多摩郡瑞穂町,2,35.6895,139.6917
20代層,千葉県,千葉市花見川区,千葉県千葉市花見川区,1,35.6074,140.1233
20代層,佐賀県,唐津市,佐賀県唐津市,1,35.0,135.0
20代層,兵庫県,西宮市,兵庫県西宮市,9,34.6913,135.183
20代層,兵庫県,神戸市東灘区,兵庫県神戸市東灘区,3,34.6913,135.183
20代層,埼玉県,三郷市,埼玉県三郷市,2,35.8617,139.6455
20代層,神奈川県,横浜市港北区,神奈川県横浜市港北区,2,35.4478,139.6425
20代層,千葉県,市川市,千葉県市川市,2,35.6074,140.1233
20代層,千葉県,千葉市中央区,千葉県千葉市中央区,3,35.6074,140.1233
20代層,福岡県,うきは市,福岡県うきは市,1,35.0,135.0
20代層,神奈川県,横浜市神奈川区,神奈川県横浜市神奈川区,2,35.4478,139.6425
20代層,神奈川県,横浜市鶴見区,神奈川県横浜市鶴見区,2,35.4478,139.6425
20代層,神奈川県,横浜市中区,神奈川県横浜市中区,3,35.4478,139.6425
20代層,埼玉県,さいたま市西区,埼玉県さいたま市西区,2,35.8617,139.6455
20代層,千葉県,富津市,千葉県富津市,1,35.6074,140.1233
20代層,東京都,荒川区,東京都荒川区,3,35.6895,139.6917
20代層,神奈川県,横浜市都筑区,神奈川県横浜市都筑区,2,35.4478,139.6425
20代層,千葉県,印西市,千葉県印西市,1,35.6074,140.1233
20代層,神奈川県,相模原市南区,神奈川県相模原市南区,3,35.4478,139.6425
20代層,神奈川県,横浜市旭区,神奈川県横浜市旭区,3,35.4478,139.6425
20代層,兵庫県,尼崎市,兵庫県尼崎市,11,34.6913,135.183
20代層,千葉県,成田市,千葉県成田市,2,35.6074,140.1233
20代層,東京都,三鷹市,東京都三鷹市,2,35.6895,139.6917
20代層,千葉県,船橋市,千葉県船橋市,2,35.6074,140.1233
20代層,神奈川県,横浜市青葉区,神奈川県横浜市青葉区,5,35.4478,139.6425
20代層,神奈川県,川崎市麻生区,神奈川県川崎市麻生区,2,35.4478,139.6425
20代層,東京都,府中市,東京都府中市,3,35.6895,139.6917
20代層,東京都,東村山市,東京都東村山市,2,35.6895,139.6917
20代層,神奈川県,横浜市栄区,神奈川県横浜市栄区,3,35.4478,139.6425
20代層,神奈川県,横浜市緑区,神奈川県横浜市緑区,6,35.4478,139.6425
20代層,大阪府,大阪市鶴見区,大阪府大阪市鶴見区,7,34.6937,135.5023
20代層,埼玉県,さいたま市緑区,埼玉県さいたま市緑区,3,35.8617,139.6455
20代層,福岡県,朝倉市,福岡県朝倉市,2,35.0,135.0
20代層,東京都,目黒区,東京都目黒区,4,35.6895,139.6917
20代層,東京都,調布市,東京都調布市,2,35.6895,139.6917
20代層,神奈川県,鎌倉市,神奈川県鎌倉市,4,35.4478,139.6425
20代層,神奈川県,川崎市多摩区,神奈川県川崎市多摩区,2,35.4478,139.6425
20代層,神奈川県,相模原市中央区,神奈川県相模原市中央区,2,35.4478,139.6425
20代層,兵庫県,神戸市灘区,兵庫県神戸市灘区,4,34.6913,135.183
20代層,千葉県,我孫子市,千葉県我孫子市,1,35.6074,140.1233
20代層,神奈川県,横浜市保土ケ谷区,神奈川県横浜市保土ケ谷区,2,35.4478,139.6425
20代層,福島県,郡山市,福島県郡山市,2,35.0,135.0
20代層,東京都,葛飾区,東京都葛飾区,3,35.6895,139.6917
20代層,埼玉県,吉川市,埼玉県吉川市,1,35.8617,139.6455
20代層,大阪府,堺市南区,大阪府堺市南区,4,34.6937,135.5023
20代層,東京都,東大和市,東京都東大和市,2,35.6895,139.6917
20代層,福岡県,福岡市東区,福岡県福岡市東区,2,35.0,135.0
20代層,大阪府,大阪市大正区,大阪府大阪市大正区,4,34.6937,135.5023
20代層,大阪府,守口市,大阪府守口市,10,34.6937,135.5023
20代層,東京都,江戸川区,東京都江戸川区,3,35.6895,139.6917
20代層,神奈川県,藤沢市,神奈川県藤沢市,5,35.4478,139.6425
20代層,大阪府,大阪市住之江区,大阪府大阪市住之江区,3,34.6937,135.5023
20代層,神奈川県,大和市,神奈川県大和市,3,35.4478,139.6425
20代層,東京都,江東区,東京都江東区,2,35.6895,139.6917
20代層,千葉県,浦安市,千葉県浦安市,2,35.6074,140.1233
20代層,神奈川県,横浜市南区,神奈川県横浜市南区,3,35.4478,139.6425
20代層,大阪府,大阪市平野区,大阪府大阪市平野区,9,34.6937,135.5023
20代層,福岡県,福岡市早良区,福岡県福岡市早良区,3,35.0,135.0
20代層,大阪府,豊中市,大阪府豊中市,20,34.6937,135.5023
20代層,滋賀県,長浜市,滋賀県長浜市,1,35.0045,135.8686
20代層,東京都,中央区,東京都中央区,2,35.6895,139.6917
20代層,東京都,町田市,東京都町田市,4,35.6895,139.6917
20代層,東京都,千代田区,東京都千代田区,4,35.6895,139.6917
20代層,茨城県,守谷市,茨城県守谷市,1,36.3418,140.4467
20代層,千葉県,習志野市,千葉県習志野市,3,35.6074,140.1233
20代層,東京都,台東区,東京都台東区,3,35.6895,139.6917
20代層,東京都,新宿区,東京都新宿区,4,35.6895,139.6917
20代層,東京都,渋谷区,東京都渋谷区,4,35.6895,139.6917
20代層,大阪府,寝屋川市,大阪府寝屋川市,17,34.6937,135.5023
20代層,兵庫県,芦屋市,兵庫県芦屋市,3,34.6913,135.183
20代層,神奈川県,横須賀市,神奈川県横須賀市,3,35.4478,139.6425
20代層,大阪府,藤井寺市,大阪府藤井寺市,3,34.6937,135.5023
20代層,福岡県,小郡市,福岡県小郡市,1,35.0,135.0
20代層,千葉県,野田市,千葉県野田市,1,35.6074,140.1233
20代層,福岡県,古賀市,福岡県古賀市,2,35.0,135.0
20代層,神奈川県,川崎市宮前区,神奈川県川崎市宮前区,3,35.4478,139.6425
20代層,静岡県,,静岡県,2,35.0,135.0
20代層,神奈川県,,神奈川県,4,35.4478,139.6425
20代層,東京都,,東京都,7,35.6895,139.6917
20代層,京都府,向日市,京都府向日市,31,35.0116,135.7681
20代層,京都府,船井郡京丹波町,京都府船井郡京丹波町,3,35.0116,135.7681
20代層,大阪府,大阪市生野区,大阪府大阪市生野区,10,34.6937,135.5023
20代層,大阪府,大阪市天王寺区,大阪府大阪市天王寺区,9,34.6937,135.5023
20代層,大阪府,大阪市都島区,大阪府大阪市都島区,10,34.6937,135.5023
20代層,大阪府,大阪市住吉区,大阪府大阪市住吉区,4,34.6937,135.5023
20代層,兵庫県,宝塚市,兵庫県宝塚市,7,34.6913,135.183
20代層,静岡県,浜松市中区,静岡県浜松市中区,2,35.0,135.0
20代層,大阪府,大阪市東淀川区,大阪府大阪市東淀川区,12,34.6937,135.5023
20代層,大阪府,大阪市東成区,大阪府大阪市東成区,6,34.6937,135.5023
20代層,静岡県,浜松市中央区,静岡県浜松市中央区,1,35.0,135.0
20代層,静岡県,静岡市駿河区,静岡県静岡市駿河区,2,35.0,135.0
20代層,静岡県,静岡市葵区,静岡県静岡市葵区,2,35.0,135.0
20代層,大阪府,箕面市,大阪府箕面市,11,34.6937,135.5023
20代層,大阪府,池田市,大阪府池田市,3,34.6937,135.5023
20代層,兵庫県,川西市,兵庫県川西市,5,34.6913,135.183
20代層,京都府,南丹市,京都府南丹市,22,35.0116,135.7681
20代層,兵庫県,川辺郡猪名川町,兵庫県川辺郡猪名川町,3,34.6913,135.183
20代層,兵庫県,姫路市,兵庫県姫路市,7,34.6913,135.183
20代層,兵庫県,加古川市,兵庫県加古川市,3,34.6913,135.183
20代層,大阪府,大阪市福島区,大阪府大阪市福島区,6,34.6937,135.5023
20代層,大阪府,大阪市此花区,大阪府大阪市此花区,3,34.6937,135.5023
20代層,京都府,与謝郡与謝野町,京都府与謝郡与謝野町,6,35.0116,135.7681
20代層,奈良県,,奈良県,6,34.6851,135.805
20代層,岐阜県,岐阜市,岐阜県岐阜市,3,35.0,135.0
20代層,奈良県,北葛城郡広陵町,奈良県北葛城郡広陵町,1,34.6851,135.805
20代層,大阪府,南河内郡太子町,大阪府南河内郡太子町,1,34.6937,135.5023
20代層,奈良県,北葛城郡上牧町,奈良県北葛城郡上牧町,1,34.6851,135.805
20代層,奈良県,桜井市,奈良県桜井市,2,34.6851,135.805
20代層,三重県,松阪市,三重県松阪市,2,35.0,135.0
20代層,兵庫県,丹波篠山市,兵庫県丹波篠山市,3,34.6913,135.183
20代層,兵庫県,神戸市北区,兵庫県神戸市北区,4,34.6913,135.183
20代層,兵庫県,小野市,兵庫県小野市,2,34.6913,135.183
20代層,兵庫県,丹波市,兵庫県丹波市,7,34.6913,135.183
20代層,京都府,福知山市,京都府福知山市,35,35.0116,135.7681
20代層,佐賀県,,佐賀県,1,35.0,135.0
20代層,福岡県,,福岡県,2,35.0,135.0
20代層,埼玉県,白岡市,埼玉県白岡市,1,35.8617,139.6455
20代層,大阪府,泉南市,大阪府泉南市,1,34.6937,135.5023
20代層,兵庫県,神戸市西区,兵庫県神戸市西区,3,34.6913,135.183
20代層,兵庫県,神戸市長田区,兵庫県神戸市長田区,3,34.6913,135.183
20代層,大阪府,大阪市東住吉区,大阪府大阪市東住吉区,8,34.6937,135.5023
20代層,大阪府,堺市西区,大阪府堺市西区,4,34.6937,135.5023
20代層,岐阜県,高山市,岐阜県高山市,2,35.0,135.0
20代層,和歌山県,和歌山市,和歌山県和歌山市,3,35.0,135.0
20代層,鹿児島県,日置市,鹿児島県日置市,1,35.0,135.0
20代層,山形県,山形市,山形県山形市,2,35.0,135.0
20代層,京都府,舞鶴市,京都府舞鶴市,34,35.0116,135.7681
20代層,福井県,大飯郡高浜町,福井県大飯郡高浜町,3,35.0,135.0
20代層,愛知県,名古屋市北区,愛知県名古屋市北区,2,35.0,135.0
20代層,愛知県,名古屋市昭和区,愛知県名古屋市昭和区,1,35.0,135.0
20代層,三重県,鈴鹿市,三重県鈴鹿市,1,35.0,135.0
20代層,宮城県,仙台市太白区,宮城県仙台市太白区,1,35.0,135.0
20代層,愛知県,豊明市,愛知県豊明市,1,35.0,135.0
20代層,三重県,四日市市,三重県四日市市,1,35.0,135.0
20代層,愛知県,名古屋市中川区,愛知県名古屋市中川区,2,35.0,135.0
20代層,愛知県,江南市,愛知県江南市,1,35.0,135.0
20代層,秋田県,能代市,秋田県能代市,1,35.0,135.0
20代層,秋田県,雄勝郡羽後町,秋田県雄勝郡羽後町,1,35.0,135.0
20代層,秋田県,大館市,秋田県大館市,1,35.0,135.0
20代層,愛知県,名古屋市緑区,愛知県名古屋市緑区,1,35.0,135.0
20代層,愛知県,名古屋市東区,愛知県名古屋市東区,1,35.0,135.0
20代層,宮城県,仙台市青葉区,宮城県仙台市青葉区,1,35.0,135.0
20代層,福岡県,福岡市中央区,福岡県福岡市中央区,3,35.0,135.0
20代層,茨城県,土浦市,茨城県土浦市,2,36.3418,140.4467
20代層,愛知県,名古屋市西区,愛知県名古屋市西区,1,35.0,135.0
20代層,山形県,西村山郡大江町,山形県西村山郡大江町,1,35.0,135.0
20代層,静岡県,富士宮市,静岡県富士宮市,2,35.0,135.0
20代層,東京都,稲城市,東京都稲城市,1,35.6895,139.6917
20代層,静岡県,富士市,静岡県富士市,1,35.0,135.0
20代層,埼玉県,戸田市,埼玉県戸田市,1,35.8617,139.6455
20代層,三重県,津市,三重県津市,1,35.0,135.0
20代層,神奈川県,横浜市港南区,神奈川県横浜市港南区,2,35.4478,139.6425
20代層,神奈川県,横浜市金沢区,神奈川県横浜市金沢区,2,35.4478,139.6425
20代層,愛知県,刈谷市,愛知県刈谷市,1,35.0,135.0
20代層,宮城県,多賀城市,宮城県多賀城市,1,35.0,135.0
20代層,千葉県,八千代市,千葉県八千代市,1,35.6074,140.1233
20代層,福岡県,遠賀郡岡垣町,福岡県遠賀郡岡垣町,1,35.0,135.0
20代層,福岡県,那珂川市,福岡県那珂川市,1,35.0,135.0
20代層,福岡県,福岡市博多区,福岡県福岡市博多区,1,35.0,135.0
20代層,愛知県,西春日井郡豊山町,愛知県西春日井郡豊山町,1,35.0,135.0
20代層,愛知県,豊橋市,愛知県豊橋市,3,35.0,135.0
20代層,愛知県,日進市,愛知県日進市,1,35.0,135.0
20代層,愛知県,名古屋市守山区,愛知県名古屋市守山区,3,35.0,135.0
20代層,愛知県,北名古屋市,愛知県北名古屋市,1,35.0,135.0
20代層,埼玉県,さいたま市浦和区,埼玉県さいたま市浦和区,1,35.8617,139.6455
20代層,愛知県,愛知郡東郷町,愛知県愛知郡東郷町,1,35.0,135.0
20代層,埼玉県,ふじみ野市,埼玉県ふじみ野市,1,35.8617,139.6455
20代層,東京都,練馬区,東京都練馬区,4,35.6895,139.6917
20代層,東京都,大田区,東京都大田区,3,35.6895,139.6917
20代層,愛知県,蒲郡市,愛知県蒲郡市,1,35.0,135.0
20代層,神奈川県,茅ヶ崎市,神奈川県茅ヶ崎市,3,35.4478,139.6425
20代層,愛知県,名古屋市中村区,愛知県名古屋市中村区,2,35.0,135.0
20代層,千葉県,千葉市若葉区,千葉県千葉市若葉区,1,35.6074,140.1233
20代層,福岡県,福岡市西区,福岡県福岡市西区,2,35.0,135.0
20代層,東京都,中野区,東京都中野区,2,35.6895,139.6917
20代層,埼玉県,入間郡三芳町,埼玉県入間郡三芳町,1,35.8617,139.6455
20代層,大阪府,三島郡島本町,大阪府三島郡島本町,1,34.6937,135.5023
20代層,埼玉県,新座市,埼玉県新座市,2,35.8617,139.6455
20代層,神奈川県,川崎市中原区,神奈川県川崎市中原区,1,35.4478,139.6425
20代層,福岡県,糸島市,福岡県糸島市,1,35.0,135.0
20代層,大阪府,大阪狭山市,大阪府大阪狭山市,2,34.6937,135.5023
20代層,福岡県,朝倉郡筑前町,福岡県朝倉郡筑前町,1,35.0,135.0
20代層,千葉県,茂原市,千葉県茂原市,1,35.6074,140.1233
20代層,埼玉県,川越市,埼玉県川越市,1,35.8617,139.6455
20代層,愛知県,大府市,愛知県大府市,1,35.0,135.0
20代層,東京都,あきる野市,東京都あきる野市,1,35.6895,139.6917
20代層,福岡県,筑紫郡那珂川町,福岡県筑紫郡那珂川町,1,35.0,135.0
20代層,神奈川県,横浜市戸塚区,神奈川県横浜市戸塚区,1,35.4478,139.6425
20代層,埼玉県,飯能市,埼玉県飯能市,1,35.8617,139.6455
20代層,広島県,福山市,広島県福山市,1,35.0,135.0
20代層,兵庫県,明石市,兵庫県明石市,1,34.6913,135.183
20代層,愛知県,あま市,愛知県あま市,1,35.0,135.0
20代層,愛知県,海部郡大治町,愛知県海部郡大治町,1,35.0,135.0
20代層,佐賀県,嬉野市,佐賀県嬉野市,1,35.0,135.0
20代層,佐賀県,鹿島市,佐賀県鹿島市,1,35.0,135.0
20代層,佐賀県,小城市,佐賀県小城市,1,35.0,135.0
20代層,愛知県,豊田市,愛知県豊田市,2,35.0,135.0
20代層,愛知県,名古屋市中区,愛知県名古屋市中区,3,35.0,135.0
20代層,愛知県,名古屋市熱田区,愛知県名古屋市熱田区,2,35.0,135.0
20代層,愛知県,名古屋市南区,愛知県名古屋市南区,1,35.0,135.0
20代層,神奈川県,横浜市泉区,神奈川県横浜市泉区,1,35.4478,139.6425
20代層,神奈川県,相模原市緑区,神奈川県相模原市緑区,1,35.4478,139.6425
20代層,東京都,昭島市,東京都昭島市,1,35.6895,139.6917
20代層,大阪府,泉大津市,大阪府泉大津市,1,34.6937,135.5023
20代層,福岡県,糟屋郡新宮町,福岡県糟屋郡新宮町,1,35.0,135.0
20代層,静岡県,三島市,静岡県三島市,1,35.0,135.0
20代層,愛知県,一宮市,愛知県一宮市,2,35.0,135.0
20代層,埼玉県,草加市,埼玉県草加市,1,35.8617,139.6455
20代層,愛知県,小牧市,愛知県小牧市,1,35.0,135.0
