prefecture,municipality,location,demand_count,supply_count,demand_supply_ratio,gap,latitude,longitude
京都,府,京都府,500.0,0.0,500.0,500.0,35.02,135.75
大阪府,,大阪府,160.0,0.0,160.0,160.0,34.69,135.5
大阪府,大阪市城東区,大阪府大阪市城東区,77.0,0.0,77.0,77.0,34.6961,135.5451
滋賀県,,滋賀県,56.0,0.0,56.0,56.0,35.0,135.87
大阪府,大阪市阿倍野区,大阪府大阪市阿倍野区,53.0,0.0,53.0,53.0,34.69,135.5
兵庫県,,兵庫県,52.0,0.0,52.0,52.0,34.69,135.18
奈良県,,奈良県,46.0,0.0,46.0,46.0,34.69,135.83
大阪府,池田市,大阪府池田市,33.0,0.0,33.0,33.0,34.69,135.5
東京都,渋谷区,東京都渋谷区,30.0,0.0,30.0,30.0,35.69,139.69
大阪府,大阪市大正区,大阪府大阪市大正区,28.0,0.0,28.0,28.0,34.69,135.5
大阪府,大阪市東成区,大阪府大阪市東成区,55.0,1.0,27.5,54.0,34.69,135.5
大阪府,大阪市鶴見区,大阪府大阪市鶴見区,54.0,1.0,27.0,53.0,34.69,135.5
大阪府,大阪市生野区,大阪府大阪市生野区,80.0,2.0,26.666666666666668,78.0,34.6619,135.5262
大阪府,豊中市,大阪府豊中市,105.0,3.0,26.25,102.0,34.7814,135.4693
東京都,世田谷区,東京都世田谷区,26.0,0.0,26.0,26.0,35.69,139.69
東京都,,東京都,26.0,0.0,26.0,26.0,35.69,139.69
兵庫県,川西市,兵庫県川西市,25.0,0.0,25.0,25.0,34.69,135.18
大阪府,大阪市西成区,大阪府大阪市西成区,75.0,2.0,25.0,73.0,34.69,135.5
大阪府,大阪市浪速区,大阪府大阪市浪速区,75.0,2.0,25.0,73.0,34.69,135.5
大阪府,大阪市福島区,大阪府大阪市福島区,49.0,1.0,24.5,48.0,34.69,135.5
東京都,文京区,東京都文京区,23.0,0.0,23.0,23.0,35.69,139.69
大阪府,堺市西区,大阪府堺市西区,23.0,0.0,23.0,23.0,34.69,135.5
大阪府,大阪市北区,大阪府大阪市北区,159.0,6.0,22.714285714285715,153.0,34.7024,135.5023
神奈川県,横浜市港北区,神奈川県横浜市港北区,22.0,0.0,22.0,22.0,35.45,139.64
大阪府,藤井寺市,大阪府藤井寺市,22.0,0.0,22.0,22.0,34.69,135.5
東京都,板橋区,東京都板橋区,22.0,0.0,22.0,22.0,35.69,139.69
大阪府,松原市,大阪府松原市,21.0,0.0,21.0,21.0,34.69,135.5
大阪府,岸和田市,大阪府岸和田市,21.0,0.0,21.0,21.0,34.69,135.5
神奈川県,,神奈川県,20.0,0.0,20.0,20.0,35.45,139.64
千葉県,船橋市,千葉県船橋市,20.0,0.0,20.0,20.0,35.61,140.11
大阪府,八尾市,大阪府八尾市,59.0,2.0,19.666666666666668,57.0,34.69,135.5
大阪府,大阪市住吉区,大阪府大阪市住吉区,59.0,2.0,19.666666666666668,57.0,34.69,135.5
大阪府,大阪市天王寺区,大阪府大阪市天王寺区,58.0,2.0,19.333333333333332,56.0,34.69,135.5
神奈川県,横浜市緑区,神奈川県横浜市緑区,19.0,0.0,19.0,19.0,35.45,139.64
大阪府,大東市,大阪府大東市,57.0,2.0,19.0,55.0,34.69,135.5
大阪府,大阪市西淀川区,大阪府大阪市西淀川区,57.0,2.0,19.0,55.0,34.69,135.5
愛知県,,愛知県,19.0,0.0,19.0,19.0,35.18,136.91
大阪府,堺市北区,大阪府堺市北区,37.0,1.0,18.5,36.0,34.69,135.5
東京都,足立区,東京都足立区,18.0,0.0,18.0,18.0,35.69,139.69
東京都,町田市,東京都町田市,18.0,0.0,18.0,18.0,35.69,139.69
千葉県,柏市,千葉県柏市,18.0,0.0,18.0,18.0,35.61,140.11
奈良県,香芝市,奈良県香芝市,18.0,0.0,18.0,18.0,34.69,135.83
神奈川県,横浜市中区,神奈川県横浜市中区,17.0,0.0,17.0,17.0,35.45,139.64
兵庫県,神戸市西区,兵庫県神戸市西区,17.0,0.0,17.0,17.0,34.69,135.18
東京都,江東区,東京都江東区,17.0,0.0,17.0,17.0,35.69,139.69
兵庫県,尼崎市,兵庫県尼崎市,66.0,3.0,16.5,63.0,34.69,135.18
大阪府,門真市,大阪府門真市,66.0,3.0,16.5,63.0,34.69,135.5
大阪府,大阪市淀川区,大阪府大阪市淀川区,96.0,5.0,16.0,91.0,34.7137,135.4808
大阪府,堺市東区,大阪府堺市東区,16.0,0.0,16.0,16.0,34.69,135.5
大阪府,大阪市此花区,大阪府大阪市此花区,32.0,1.0,16.0,31.0,34.69,135.5
千葉県,市川市,千葉県市川市,16.0,0.0,16.0,16.0,35.61,140.11
大阪府,大阪市西区,大阪府大阪市西区,62.0,3.0,15.5,59.0,34.69,135.5
兵庫県,神戸市灘区,兵庫県神戸市灘区,30.0,1.0,15.0,29.0,34.69,135.18
愛知県,名古屋市緑区,愛知県名古屋市緑区,15.0,0.0,15.0,15.0,35.18,136.91
神奈川県,横浜市都筑区,神奈川県横浜市都筑区,15.0,0.0,15.0,15.0,35.45,139.64
大阪府,守口市,大阪府守口市,90.0,5.0,15.0,85.0,34.7383,135.562
愛知県,名古屋市千種区,愛知県名古屋市千種区,15.0,0.0,15.0,15.0,35.18,136.91
千葉県,千葉市中央区,千葉県千葉市中央区,15.0,0.0,15.0,15.0,35.61,140.11
神奈川県,横浜市戸塚区,神奈川県横浜市戸塚区,15.0,0.0,15.0,15.0,35.45,139.64
大阪府,四條畷市,大阪府四條畷市,29.0,1.0,14.5,28.0,34.69,135.5
大阪府,大阪市東淀川区,大阪府大阪市東淀川区,101.0,6.0,14.428571428571429,95.0,34.7291,135.529
神奈川県,横浜市鶴見区,神奈川県横浜市鶴見区,14.0,0.0,14.0,14.0,35.45,139.64
大阪府,大阪市住之江区,大阪府大阪市住之江区,42.0,2.0,14.0,40.0,34.69,135.5
神奈川県,大和市,神奈川県大和市,14.0,0.0,14.0,14.0,35.45,139.64
大阪府,大阪市旭区,大阪府大阪市旭区,56.0,3.0,14.0,53.0,34.69,135.5
神奈川県,茅ヶ崎市,神奈川県茅ヶ崎市,14.0,0.0,14.0,14.0,35.45,139.64
東京都,豊島区,東京都豊島区,14.0,0.0,14.0,14.0,35.69,139.69
東京都,台東区,東京都台東区,14.0,0.0,14.0,14.0,35.69,139.69
東京都,中央区,東京都中央区,14.0,0.0,14.0,14.0,35.69,139.69
大阪府,大阪市東住吉区,大阪府大阪市東住吉区,53.0,3.0,13.25,50.0,34.69,135.5
大阪府,大阪市都島区,大阪府大阪市都島区,78.0,5.0,13.0,73.0,34.7036,135.5311
千葉県,習志野市,千葉県習志野市,13.0,0.0,13.0,13.0,35.61,140.11
神奈川県,相模原市南区,神奈川県相模原市南区,13.0,0.0,13.0,13.0,35.45,139.64
東京都,中野区,東京都中野区,13.0,0.0,13.0,13.0,35.69,139.69
大阪府,摂津市,大阪府摂津市,52.0,3.0,13.0,49.0,34.69,135.5
東京都,大田区,東京都大田区,26.0,1.0,13.0,25.0,35.69,139.69
愛知県,名古屋市中区,愛知県名古屋市中区,13.0,0.0,13.0,13.0,35.18,136.91
兵庫県,芦屋市,兵庫県芦屋市,25.0,1.0,12.5,24.0,34.69,135.18
兵庫県,神戸市東灘区,兵庫県神戸市東灘区,25.0,1.0,12.5,24.0,34.69,135.18
大阪府,大阪市中央区,大阪府大阪市中央区,111.0,8.0,12.333333333333334,103.0,34.6841,135.5123
東京都,杉並区,東京都杉並区,24.0,1.0,12.0,23.0,35.69,139.69
東京都,練馬区,東京都練馬区,24.0,1.0,12.0,23.0,35.69,139.69
神奈川県,横浜市神奈川区,神奈川県横浜市神奈川区,12.0,0.0,12.0,12.0,35.45,139.64
愛知県,名古屋市守山区,愛知県名古屋市守山区,12.0,0.0,12.0,12.0,35.18,136.91
埼玉県,,埼玉県,12.0,0.0,12.0,12.0,35.86,139.65
神奈川県,川崎市中原区,神奈川県川崎市中原区,12.0,0.0,12.0,12.0,35.45,139.64
兵庫県,神戸市須磨区,兵庫県神戸市須磨区,12.0,0.0,12.0,12.0,34.69,135.18
東京都,三鷹市,東京都三鷹市,12.0,0.0,12.0,12.0,35.69,139.69
大阪府,高石市,大阪府高石市,12.0,0.0,12.0,12.0,34.69,135.5
大阪府,寝屋川市,大阪府寝屋川市,129.0,10.0,11.727272727272727,119.0,34.7663,135.6276
神奈川県,横浜市保土ケ谷区,神奈川県横浜市保土ケ谷区,11.0,0.0,11.0,11.0,35.45,139.64
神奈川県,川崎市幸区,神奈川県川崎市幸区,11.0,0.0,11.0,11.0,35.45,139.64
大阪府,大阪狭山市,大阪府大阪狭山市,11.0,0.0,11.0,11.0,34.69,135.5
埼玉県,さいたま市西区,埼玉県さいたま市西区,11.0,0.0,11.0,11.0,35.86,139.65
埼玉県,新座市,埼玉県新座市,11.0,0.0,11.0,11.0,35.86,139.65
埼玉県,所沢市,埼玉県所沢市,11.0,0.0,11.0,11.0,35.86,139.65
大阪府,和泉市,大阪府和泉市,22.0,1.0,11.0,21.0,34.69,135.5
神奈川県,相模原市中央区,神奈川県相模原市中央区,11.0,0.0,11.0,11.0,35.45,139.64
福岡県,福岡市南区,福岡県福岡市南区,11.0,0.0,11.0,11.0,33.61,130.42
大阪府,泉大津市,大阪府泉大津市,11.0,0.0,11.0,11.0,34.69,135.5
東京都,多摩市,東京都多摩市,11.0,0.0,11.0,11.0,35.69,139.69
奈良県,御所市,奈良県御所市,11.0,0.0,11.0,11.0,34.69,135.83
千葉県,,千葉県,11.0,0.0,11.0,11.0,35.61,140.11
東京都,新宿区,東京都新宿区,22.0,1.0,11.0,21.0,35.69,139.69
東京都,調布市,東京都調布市,11.0,0.0,11.0,11.0,35.69,139.69
埼玉県,さいたま市北区,埼玉県さいたま市北区,11.0,0.0,11.0,11.0,35.86,139.65
埼玉県,さいたま市緑区,埼玉県さいたま市緑区,11.0,0.0,11.0,11.0,35.86,139.65
大阪府,東大阪市,大阪府東大阪市,130.0,11.0,10.833333333333334,119.0,34.6794,135.6006
大阪府,交野市,大阪府交野市,108.0,9.0,10.8,99.0,34.7875,135.6801
滋賀県,栗東市,滋賀県栗東市,75.0,6.0,10.714285714285714,69.0,35.0,135.87
大阪府,大阪市港区,大阪府大阪市港区,32.0,2.0,10.666666666666666,30.0,34.69,135.5
東京都,品川区,東京都品川区,21.0,1.0,10.5,20.0,35.69,139.69
大阪府,吹田市,大阪府吹田市,115.0,10.0,10.454545454545455,105.0,34.7614,135.5155
奈良県,生駒市,奈良県生駒市,93.0,8.0,10.333333333333334,85.0,34.6915,135.7004
愛知県,名古屋市港区,愛知県名古屋市港区,10.0,0.0,10.0,10.0,35.18,136.91
福岡県,福岡市中央区,福岡県福岡市中央区,10.0,0.0,10.0,10.0,33.61,130.42
千葉県,千葉市稲毛区,千葉県千葉市稲毛区,10.0,0.0,10.0,10.0,35.61,140.11
神奈川県,横浜市旭区,神奈川県横浜市旭区,10.0,0.0,10.0,10.0,35.45,139.64
福岡県,福岡市博多区,福岡県福岡市博多区,10.0,0.0,10.0,10.0,33.61,130.42
福岡県,,福岡県,10.0,0.0,10.0,10.0,33.61,130.42
兵庫県,伊丹市,兵庫県伊丹市,30.0,2.0,10.0,28.0,34.69,135.18
埼玉県,さいたま市南区,埼玉県さいたま市南区,10.0,0.0,10.0,10.0,35.86,139.65
東京都,府中市,東京都府中市,10.0,0.0,10.0,10.0,35.69,139.69
奈良県,生駒郡三郷町,奈良県生駒郡三郷町,20.0,1.0,10.0,19.0,34.69,135.83
愛知県,名古屋市瑞穂区,愛知県名古屋市瑞穂区,10.0,0.0,10.0,10.0,35.18,136.91
奈良県,葛城市,奈良県葛城市,10.0,0.0,10.0,10.0,34.69,135.83
兵庫県,神戸市中央区,兵庫県神戸市中央区,30.0,2.0,10.0,28.0,34.69,135.18
奈良県,天理市,奈良県天理市,38.0,3.0,9.5,35.0,34.69,135.83
奈良県,大和郡山市,奈良県大和郡山市,75.0,7.0,9.375,68.0,34.69,135.83
埼玉県,和光市,埼玉県和光市,9.0,0.0,9.0,9.0,35.86,139.65
愛知県,名古屋市西区,愛知県名古屋市西区,9.0,0.0,9.0,9.0,35.18,136.91
神奈川県,厚木市,神奈川県厚木市,9.0,0.0,9.0,9.0,35.45,139.64
岐阜県,各務原市,岐阜県各務原市,9.0,0.0,9.0,9.0,35.39,136.72
千葉県,千葉市緑区,千葉県千葉市緑区,9.0,0.0,9.0,9.0,35.61,140.11
広島県,広島市中区,広島県広島市中区,9.0,0.0,9.0,9.0,34.4,132.46
埼玉県,朝霞市,埼玉県朝霞市,9.0,0.0,9.0,9.0,35.86,139.65
神奈川県,藤沢市,神奈川県藤沢市,18.0,1.0,9.0,17.0,35.45,139.64
埼玉県,草加市,埼玉県草加市,9.0,0.0,9.0,9.0,35.86,139.65
東京都,立川市,東京都立川市,9.0,0.0,9.0,9.0,35.69,139.69
千葉県,佐倉市,千葉県佐倉市,9.0,0.0,9.0,9.0,35.61,140.11
埼玉県,さいたま市見沼区,埼玉県さいたま市見沼区,9.0,0.0,9.0,9.0,35.86,139.65
埼玉県,さいたま市岩槻区,埼玉県さいたま市岩槻区,9.0,0.0,9.0,9.0,35.86,139.65
大阪府,大阪市平野区,大阪府大阪市平野区,79.0,8.0,8.777777777777779,71.0,34.6197,135.5543
滋賀県,守山市,滋賀県守山市,77.0,8.0,8.555555555555555,69.0,35.0586,135.9935
兵庫県,明石市,兵庫県明石市,17.0,1.0,8.5,16.0,34.69,135.18
東京都,千代田区,東京都千代田区,17.0,1.0,8.5,16.0,35.69,139.69
東京都,江戸川区,東京都江戸川区,17.0,1.0,8.5,16.0,35.69,139.69
滋賀県,長浜市,滋賀県長浜市,17.0,1.0,8.5,16.0,35.0,135.87
神奈川県,鎌倉市,神奈川県鎌倉市,17.0,1.0,8.5,16.0,35.45,139.64
神奈川県,川崎市麻生区,神奈川県川崎市麻生区,8.0,0.0,8.0,8.0,35.45,139.64
神奈川県,川崎市高津区,神奈川県川崎市高津区,8.0,0.0,8.0,8.0,35.45,139.64
神奈川県,川崎市宮前区,神奈川県川崎市宮前区,16.0,1.0,8.0,15.0,35.45,139.64
奈良県,北葛城郡河合町,奈良県北葛城郡河合町,8.0,0.0,8.0,8.0,34.69,135.83
三重県,四日市市,三重県四日市市,8.0,0.0,8.0,8.0,34.73,136.51
奈良県,北葛城郡上牧町,奈良県北葛城郡上牧町,8.0,0.0,8.0,8.0,34.69,135.83
神奈川県,横浜市港南区,神奈川県横浜市港南区,8.0,0.0,8.0,8.0,35.45,139.64
埼玉県,久喜市,埼玉県久喜市,8.0,0.0,8.0,8.0,35.86,139.65
千葉県,四街道市,千葉県四街道市,8.0,0.0,8.0,8.0,35.61,140.11
東京都,小平市,東京都小平市,8.0,0.0,8.0,8.0,35.69,139.69
千葉県,千葉市若葉区,千葉県千葉市若葉区,8.0,0.0,8.0,8.0,35.61,140.11
埼玉県,蕨市,埼玉県蕨市,8.0,0.0,8.0,8.0,35.86,139.65
神奈川県,横浜市泉区,神奈川県横浜市泉区,8.0,0.0,8.0,8.0,35.45,139.64
兵庫県,西宮市,兵庫県西宮市,56.0,6.0,8.0,50.0,34.69,135.18
滋賀県,蒲生郡日野町,滋賀県蒲生郡日野町,8.0,0.0,8.0,8.0,35.0,135.87
愛知県,名古屋市中村区,愛知県名古屋市中村区,16.0,1.0,8.0,15.0,35.18,136.91
千葉県,浦安市,千葉県浦安市,8.0,0.0,8.0,8.0,35.61,140.11
神奈川県,相模原市緑区,神奈川県相模原市緑区,8.0,0.0,8.0,8.0,35.45,139.64
大阪府,堺市美原区,大阪府堺市美原区,8.0,0.0,8.0,8.0,34.69,135.5
神奈川県,秦野市,神奈川県秦野市,8.0,0.0,8.0,8.0,35.45,139.64
神奈川県,海老名市,神奈川県海老名市,8.0,0.0,8.0,8.0,35.45,139.64
茨城県,土浦市,茨城県土浦市,8.0,0.0,8.0,8.0,36.34,140.45
茨城県,つくば市,茨城県つくば市,8.0,0.0,8.0,8.0,36.34,140.45
大阪府,茨木市,大阪府茨木市,140.0,17.0,7.777777777777778,123.0,34.8166,135.5683
大阪府,箕面市,大阪府箕面市,53.0,6.0,7.571428571428571,47.0,34.69,135.5
東京都,北区,東京都北区,15.0,1.0,7.5,14.0,35.69,139.69
千葉県,松戸市,千葉県松戸市,15.0,1.0,7.5,14.0,35.61,140.11
奈良県,大和高田市,奈良県大和高田市,15.0,1.0,7.5,14.0,34.69,135.83
兵庫県,神戸市兵庫区,兵庫県神戸市兵庫区,15.0,1.0,7.5,14.0,34.69,135.18
滋賀県,湖南市,滋賀県湖南市,22.0,2.0,7.333333333333333,20.0,35.0,135.87
神奈川県,横浜市青葉区,神奈川県横浜市青葉区,22.0,2.0,7.333333333333333,20.0,35.45,139.64
和歌山県,,和歌山県,7.0,0.0,7.0,7.0,34.23,135.17
愛知県,名古屋市北区,愛知県名古屋市北区,7.0,0.0,7.0,7.0,35.18,136.91
神奈川県,横浜市瀬谷区,神奈川県横浜市瀬谷区,7.0,0.0,7.0,7.0,35.45,139.64
千葉県,流山市,千葉県流山市,14.0,1.0,7.0,13.0,35.61,140.11
群馬県,前橋市,群馬県前橋市,7.0,0.0,7.0,7.0,36.39,139.06
群馬県,太田市,群馬県太田市,7.0,0.0,7.0,7.0,36.39,139.06
埼玉県,吉川市,埼玉県吉川市,7.0,0.0,7.0,7.0,35.86,139.65
愛知県,名古屋市天白区,愛知県名古屋市天白区,14.0,1.0,7.0,13.0,35.18,136.91
愛知県,名古屋市熱田区,愛知県名古屋市熱田区,7.0,0.0,7.0,7.0,35.18,136.91
埼玉県,さいたま市桜区,埼玉県さいたま市桜区,7.0,0.0,7.0,7.0,35.86,139.65
東京都,武蔵野市,東京都武蔵野市,7.0,0.0,7.0,7.0,35.69,139.69
千葉県,成田市,千葉県成田市,7.0,0.0,7.0,7.0,35.61,140.11
千葉県,八千代市,千葉県八千代市,7.0,0.0,7.0,7.0,35.61,140.11
東京都,東久留米市,東京都東久留米市,7.0,0.0,7.0,7.0,35.69,139.69
東京都,日野市,東京都日野市,7.0,0.0,7.0,7.0,35.69,139.69
千葉県,千葉市美浜区,千葉県千葉市美浜区,7.0,0.0,7.0,7.0,35.61,140.11
広島県,,広島県,7.0,0.0,7.0,7.0,34.4,132.46
埼玉県,鴻巣市,埼玉県鴻巣市,7.0,0.0,7.0,7.0,35.86,139.65
埼玉県,入間市,埼玉県入間市,7.0,0.0,7.0,7.0,35.86,139.65
愛知県,名古屋市昭和区,愛知県名古屋市昭和区,7.0,0.0,7.0,7.0,35.18,136.91
愛知県,春日井市,愛知県春日井市,7.0,0.0,7.0,7.0,35.18,136.91
愛知県,瀬戸市,愛知県瀬戸市,7.0,0.0,7.0,7.0,35.18,136.91
東京都,国分寺市,東京都国分寺市,7.0,0.0,7.0,7.0,35.69,139.69
埼玉県,越谷市,埼玉県越谷市,14.0,1.0,7.0,13.0,35.86,139.65
兵庫県,宝塚市,兵庫県宝塚市,35.0,4.0,7.0,31.0,34.69,135.18
東京都,葛飾区,東京都葛飾区,14.0,1.0,7.0,13.0,35.69,139.69
静岡県,,静岡県,7.0,0.0,7.0,7.0,34.98,138.38
長野県,長野市,長野県長野市,7.0,0.0,7.0,7.0,36.65,138.18
奈良県,磯城郡田原本町,奈良県磯城郡田原本町,21.0,2.0,7.0,19.0,34.69,135.83
宮城県,,宮城県,7.0,0.0,7.0,7.0,38.27,140.87
滋賀県,草津市,滋賀県草津市,161.0,23.0,6.708333333333333,138.0,35.0171,135.9591
神奈川県,横浜市南区,神奈川県横浜市南区,20.0,2.0,6.666666666666667,18.0,35.45,139.64
神奈川県,横須賀市,神奈川県横須賀市,13.0,1.0,6.5,12.0,35.45,139.64
大阪府,泉佐野市,大阪府泉佐野市,13.0,1.0,6.5,12.0,34.69,135.5
埼玉県,川口市,埼玉県川口市,19.0,2.0,6.333333333333333,17.0,35.86,139.65
奈良県,北葛城郡王寺町,奈良県北葛城郡王寺町,19.0,2.0,6.333333333333333,17.0,34.69,135.83
京都,府京都市東山区,京都府京都市東山区,358.0,56.0,6.280701754385965,302.0,34.9963,135.7774
大阪府,堺市堺区,大阪府堺市堺区,31.0,4.0,6.2,27.0,34.69,135.5
東京都,港区,東京都港区,24.0,3.0,6.0,21.0,35.69,139.69
東京都,目黒区,東京都目黒区,18.0,2.0,6.0,16.0,35.69,139.69
広島県,広島市南区,広島県広島市南区,6.0,0.0,6.0,6.0,34.4,132.46
広島県,広島市安佐南区,広島県広島市安佐南区,6.0,0.0,6.0,6.0,34.4,132.46
千葉県,我孫子市,千葉県我孫子市,6.0,0.0,6.0,6.0,35.61,140.11
愛知県,あま市,愛知県あま市,6.0,0.0,6.0,6.0,35.18,136.91
埼玉県,さいたま市中央区,埼玉県さいたま市中央区,6.0,0.0,6.0,6.0,35.86,139.65
愛知県,小牧市,愛知県小牧市,6.0,0.0,6.0,6.0,35.18,136.91
大阪府,羽曳野市,大阪府羽曳野市,24.0,3.0,6.0,21.0,34.69,135.5
大阪府,堺市南区,大阪府堺市南区,24.0,3.0,6.0,21.0,34.69,135.5
神奈川県,横浜市西区,神奈川県横浜市西区,12.0,1.0,6.0,11.0,35.45,139.64
千葉県,野田市,千葉県野田市,6.0,0.0,6.0,6.0,35.61,140.11
東京都,あきる野市,東京都あきる野市,6.0,0.0,6.0,6.0,35.69,139.69
東京都,国立市,東京都国立市,6.0,0.0,6.0,6.0,35.69,139.69
茨城県,,茨城県,6.0,0.0,6.0,6.0,36.34,140.45
福岡県,福岡市早良区,福岡県福岡市早良区,12.0,1.0,6.0,11.0,33.61,130.42
神奈川県,座間市,神奈川県座間市,6.0,0.0,6.0,6.0,35.45,139.64
三重県,鈴鹿市,三重県鈴鹿市,6.0,0.0,6.0,6.0,34.73,136.51
東京都,西多摩郡瑞穂町,東京都西多摩郡瑞穂町,6.0,0.0,6.0,6.0,35.69,139.69
栃木県,宇都宮市,栃木県宇都宮市,6.0,0.0,6.0,6.0,36.57,139.88
沖縄県,,沖縄県,6.0,0.0,6.0,6.0,26.21,127.68
東京都,青梅市,東京都青梅市,6.0,0.0,6.0,6.0,35.69,139.69
神奈川県,川崎市川崎区,神奈川県川崎市川崎区,18.0,2.0,6.0,16.0,35.45,139.64
沖縄県,那覇市,沖縄県那覇市,6.0,0.0,6.0,6.0,26.21,127.68
岐阜県,,岐阜県,6.0,0.0,6.0,6.0,35.39,136.72
岡山県,,岡山県,6.0,0.0,6.0,6.0,34.66,133.92
奈良県,磯城郡三宅町,奈良県磯城郡三宅町,6.0,0.0,6.0,6.0,34.69,135.83
埼玉県,春日部市,埼玉県春日部市,12.0,1.0,6.0,11.0,35.86,139.65
広島県,広島市佐伯区,広島県広島市佐伯区,6.0,0.0,6.0,6.0,34.4,132.46
埼玉県,戸田市,埼玉県戸田市,6.0,0.0,6.0,6.0,35.86,139.65
埼玉県,白岡市,埼玉県白岡市,6.0,0.0,6.0,6.0,35.86,139.65
埼玉県,深谷市,埼玉県深谷市,6.0,0.0,6.0,6.0,35.86,139.65
東京都,荒川区,東京都荒川区,12.0,1.0,6.0,11.0,35.69,139.69
愛知県,豊田市,愛知県豊田市,6.0,0.0,6.0,6.0,35.18,136.91
大阪府,堺市中区,大阪府堺市中区,29.0,4.0,5.8,25.0,34.69,135.5
奈良県,生駒郡平群町,奈良県生駒郡平群町,17.0,2.0,5.666666666666667,15.0,34.69,135.83
奈良県,生駒郡斑鳩町,奈良県生駒郡斑鳩町,17.0,2.0,5.666666666666667,15.0,34.69,135.83
大阪府,高槻市,大阪府高槻市,237.0,41.0,5.642857142857143,196.0,34.8466,135.6166
福岡県,福岡市東区,福岡県福岡市東区,11.0,1.0,5.5,10.0,33.61,130.42
東京都,墨田区,東京都墨田区,11.0,1.0,5.5,10.0,35.69,139.69
埼玉県,川越市,埼玉県川越市,11.0,1.0,5.5,10.0,35.86,139.65
埼玉県,さいたま市大宮区,埼玉県さいたま市大宮区,11.0,1.0,5.5,10.0,35.86,139.65
兵庫県,神戸市垂水区,兵庫県神戸市垂水区,16.0,2.0,5.333333333333333,14.0,34.69,135.18
滋賀県,野洲市,滋賀県野洲市,41.0,7.0,5.125,34.0,35.0,135.87
茨城県,守谷市,茨城県守谷市,5.0,0.0,5.0,5.0,36.34,140.45
茨城県,水戸市,茨城県水戸市,5.0,0.0,5.0,5.0,36.34,140.45
茨城県,結城市,茨城県結城市,5.0,0.0,5.0,5.0,36.34,140.45
茨城県,ひたちなか市,茨城県ひたちなか市,5.0,0.0,5.0,5.0,36.34,140.45
広島県,広島市西区,広島県広島市西区,5.0,0.0,5.0,5.0,34.4,132.46
埼玉県,さいたま市浦和区,埼玉県さいたま市浦和区,5.0,0.0,5.0,5.0,35.86,139.65
愛知県,豊明市,愛知県豊明市,5.0,0.0,5.0,5.0,35.18,136.91
愛知県,江南市,愛知県江南市,5.0,0.0,5.0,5.0,35.18,136.91
愛知県,名古屋市名東区,愛知県名古屋市名東区,10.0,1.0,5.0,9.0,35.18,136.91
愛知県,犬山市,愛知県犬山市,5.0,0.0,5.0,5.0,35.18,136.91
埼玉県,加須市,埼玉県加須市,5.0,0.0,5.0,5.0,35.86,139.65
和歌山県,橋本市,和歌山県橋本市,5.0,0.0,5.0,5.0,34.23,135.17
福岡県,朝倉市,福岡県朝倉市,5.0,0.0,5.0,5.0,33.61,130.42
福岡県,那珂川市,福岡県那珂川市,5.0,0.0,5.0,5.0,33.61,130.42
福岡県,福岡市城南区,福岡県福岡市城南区,5.0,0.0,5.0,5.0,33.61,130.42
東京都,小金井市,東京都小金井市,5.0,0.0,5.0,5.0,35.69,139.69
埼玉県,蓮田市,埼玉県蓮田市,5.0,0.0,5.0,5.0,35.86,139.65
東京都,昭島市,東京都昭島市,5.0,0.0,5.0,5.0,35.69,139.69
埼玉県,桶川市,埼玉県桶川市,5.0,0.0,5.0,5.0,35.86,139.65
島根県,,島根県,5.0,0.0,5.0,5.0,35.47,133.05
滋賀県,蒲生郡竜王町,滋賀県蒲生郡竜王町,5.0,0.0,5.0,5.0,35.0,135.87
兵庫県,西脇市,兵庫県西脇市,5.0,0.0,5.0,5.0,34.69,135.18
奈良県,生駒郡安堵町,奈良県生駒郡安堵町,5.0,0.0,5.0,5.0,34.69,135.83
岐阜県,大垣市,岐阜県大垣市,5.0,0.0,5.0,5.0,35.39,136.72
岐阜県,多治見市,岐阜県多治見市,5.0,0.0,5.0,5.0,35.39,136.72
埼玉県,狭山市,埼玉県狭山市,10.0,1.0,5.0,9.0,35.86,139.65
沖縄県,沖縄市,沖縄県沖縄市,5.0,0.0,5.0,5.0,26.21,127.68
栃木県,足利市,栃木県足利市,5.0,0.0,5.0,5.0,36.57,139.88
兵庫県,三田市,兵庫県三田市,15.0,2.0,5.0,13.0,34.69,135.18
栃木県,,栃木県,5.0,0.0,5.0,5.0,36.57,139.88
神奈川県,伊勢原市,神奈川県伊勢原市,5.0,0.0,5.0,5.0,35.45,139.64
北海道,,北海道,5.0,0.0,5.0,5.0,43.06,141.35
奈良県,吉野郡大淀町,奈良県吉野郡大淀町,5.0,0.0,5.0,5.0,34.69,135.83
神奈川県,平塚市,神奈川県平塚市,10.0,1.0,5.0,9.0,35.45,139.64
大阪府,貝塚市,大阪府貝塚市,10.0,1.0,5.0,9.0,34.69,135.5
静岡県,富士宮市,静岡県富士宮市,5.0,0.0,5.0,5.0,34.98,138.38
京都,府京都市下京区,京都府京都市下京区,804.0,161.0,4.962962962962963,643.0,34.9872,135.7575
奈良県,橿原市,奈良県橿原市,38.0,7.0,4.75,31.0,34.69,135.83
東京都,八王子市,東京都八王子市,14.0,2.0,4.666666666666667,12.0,35.69,139.69
兵庫県,神戸市長田区,兵庫県神戸市長田区,14.0,2.0,4.666666666666667,12.0,34.69,135.18
